Metric,Date,Value,Stock
Net Income Common Stockholders,2024-06-30 00:00:00,74481600000.0,KOTAKBANK.NS
Net Income,2024-06-30 00:00:00,74481600000.0,KOTAKBANK.NS
Minority Interests,2024-06-30 00:00:00,0.0,KOTAKBANK.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,74481600000.0,KOTAKBANK.NS
Net Income Extraordinary,2024-06-30 00:00:00,0.0,KOTAKBANK.NS
Net Income Continuous Operations,2024-06-30 00:00:00,74481600000.0,KOTAKBANK.NS
Tax Provision,2024-06-30 00:00:00,24116000000.0,KOTAKBANK.NS
Pretax Income,2024-06-30 00:00:00,98109900000.0,KOTAKBANK.NS
Special Income Charges,2024-06-30 00:00:00,38034000000.0,KOTAKBANK.NS
Gain On Sale Of Security,2024-06-30 00:00:00,23828000000.0,KOTAKBANK.NS
Operating Expense,2024-06-30 00:00:00,114885900000.0,KOTAKBANK.NS
Other Operating Expenses,2024-06-30 00:00:00,32202200000.0,KOTAKBANK.NS
Insurance And Claims,2024-06-30 00:00:00,54591200000.0,KOTAKBANK.NS
Total Revenue,2024-06-30 00:00:00,182706200000.0,KOTAKBANK.NS
Operating Revenue,2024-06-30 00:00:00,182706200000.0,KOTAKBANK.NS
Tax Effect Of Unusual Items,2024-03-31 00:00:00,,KOTAKBANK.NS
Tax Rate For Calcs,2024-03-31 00:00:00,,KOTAKBANK.NS
Total Unusual Items,2024-03-31 00:00:00,71379000.0,KOTAKBANK.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,71379000.0,KOTAKBANK.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Interest Income,2024-03-31 00:00:00,,KOTAKBANK.NS
Interest Expense,2024-03-31 00:00:00,,KOTAKBANK.NS
Interest Income,2024-03-31 00:00:00,,KOTAKBANK.NS
Normalized Income,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,,KOTAKBANK.NS
Diluted Average Shares,2024-03-31 00:00:00,,KOTAKBANK.NS
Basic Average Shares,2024-03-31 00:00:00,,KOTAKBANK.NS
Diluted EPS,2024-03-31 00:00:00,,KOTAKBANK.NS
Basic EPS,2024-03-31 00:00:00,,KOTAKBANK.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income Common Stockholders,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income,2024-03-31 00:00:00,,KOTAKBANK.NS
Minority Interests,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income Extraordinary,2024-03-31 00:00:00,,KOTAKBANK.NS
Net Income Continuous Operations,2024-03-31 00:00:00,,KOTAKBANK.NS
Tax Provision,2024-03-31 00:00:00,,KOTAKBANK.NS
Pretax Income,2024-03-31 00:00:00,,KOTAKBANK.NS
Special Income Charges,2024-03-31 00:00:00,71379000.0,KOTAKBANK.NS
Gain On Sale Of Security,2024-03-31 00:00:00,,KOTAKBANK.NS
Operating Expense,2024-03-31 00:00:00,,KOTAKBANK.NS
Other Operating Expenses,2024-03-31 00:00:00,,KOTAKBANK.NS
Insurance And Claims,2024-03-31 00:00:00,,KOTAKBANK.NS
Total Revenue,2024-03-31 00:00:00,,KOTAKBANK.NS
Operating Revenue,2024-03-31 00:00:00,,KOTAKBANK.NS
Tax Effect Of Unusual Items,2023-12-31 00:00:00,,KOTAKBANK.NS
Tax Rate For Calcs,2023-12-31 00:00:00,,KOTAKBANK.NS
Total Unusual Items,2023-12-31 00:00:00,,KOTAKBANK.NS
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Interest Income,2023-12-31 00:00:00,,KOTAKBANK.NS
Interest Expense,2023-12-31 00:00:00,,KOTAKBANK.NS
Interest Income,2023-12-31 00:00:00,,KOTAKBANK.NS
Normalized Income,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,,KOTAKBANK.NS
Diluted Average Shares,2023-12-31 00:00:00,1987315937.0,KOTAKBANK.NS
Basic Average Shares,2023-12-31 00:00:00,1987315937.0,KOTAKBANK.NS
Diluted EPS,2023-12-31 00:00:00,21.46,KOTAKBANK.NS
Basic EPS,2023-12-31 00:00:00,21.46,KOTAKBANK.NS
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income Common Stockholders,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income,2023-12-31 00:00:00,,KOTAKBANK.NS
Minority Interests,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income Extraordinary,2023-12-31 00:00:00,,KOTAKBANK.NS
Net Income Continuous Operations,2023-12-31 00:00:00,,KOTAKBANK.NS
Tax Provision,2023-12-31 00:00:00,,KOTAKBANK.NS
Pretax Income,2023-12-31 00:00:00,,KOTAKBANK.NS
Special Income Charges,2023-12-31 00:00:00,,KOTAKBANK.NS
Gain On Sale Of Security,2023-12-31 00:00:00,,KOTAKBANK.NS
Operating Expense,2023-12-31 00:00:00,,KOTAKBANK.NS
Other Operating Expenses,2023-12-31 00:00:00,,KOTAKBANK.NS
Insurance And Claims,2023-12-31 00:00:00,,KOTAKBANK.NS
Total Revenue,2023-12-31 00:00:00,,KOTAKBANK.NS
Operating Revenue,2023-12-31 00:00:00,,KOTAKBANK.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,0.0,ITC.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.250364,ITC.NS
Normalized EBITDA,2025-06-30 00:00:00,75674400000.0,ITC.NS
Total Unusual Items,2025-06-30 00:00:00,0.0,ITC.NS
Total Unusual Items Excluding Goodwill,2025-06-30 00:00:00,0.0,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,52442000000.0,ITC.NS
Reconciled Depreciation,2025-06-30 00:00:00,4229600000.0,ITC.NS
Reconciled Cost Of Revenue,2025-06-30 00:00:00,102304800000.0,ITC.NS
EBITDA,2025-06-30 00:00:00,75674400000.0,ITC.NS
EBIT,2025-06-30 00:00:00,71444800000.0,ITC.NS
Net Interest Income,2025-06-30 00:00:00,-164700000.0,ITC.NS
Interest Expense,2025-06-30 00:00:00,164700000.0,ITC.NS
Normalized Income,2025-06-30 00:00:00,52442000000.0,ITC.NS
Net Income From Continuing And Discontinued Operation,2025-06-30 00:00:00,52442000000.0,ITC.NS
Total Expenses,2025-06-30 00:00:00,149794200000.0,ITC.NS
Diluted Average Shares,2025-06-30 00:00:00,12545933014.0,ITC.NS
Basic Average Shares,2025-06-30 00:00:00,12515990453.0,ITC.NS
Diluted EPS,2025-06-30 00:00:00,4.18,ITC.NS
Basic EPS,2025-06-30 00:00:00,4.19,ITC.NS
Diluted NI Availto Com Stockholders,2025-06-30 00:00:00,52442000000.0,ITC.NS
Net Income Common Stockholders,2025-06-30 00:00:00,52442000000.0,ITC.NS
Otherunder Preferred Stock Dividend,2025-06-30 00:00:00,0.0,ITC.NS
Net Income,2025-06-30 00:00:00,52442000000.0,ITC.NS
Minority Interests,2025-06-30 00:00:00,-992100000.0,ITC.NS
Net Income Including Noncontrolling Interests,2025-06-30 00:00:00,53434100000.0,ITC.NS
Net Income Discontinuous Operations,2025-06-30 00:00:00,0.0,ITC.NS
Net Income Continuous Operations,2025-06-30 00:00:00,53434100000.0,ITC.NS
Tax Provision,2025-06-30 00:00:00,17846000000.0,ITC.NS
Pretax Income,2025-06-30 00:00:00,71280100000.0,ITC.NS
Other Non Operating Income Expenses,2025-06-30 00:00:00,6822100000.0,ITC.NS
Special Income Charges,2025-06-30 00:00:00,0.0,ITC.NS
Other Special Charges,2025-06-30 00:00:00,,ITC.NS
Net Non Operating Interest Income Expense,2025-06-30 00:00:00,-164700000.0,ITC.NS
Interest Expense Non Operating,2025-06-30 00:00:00,164700000.0,ITC.NS
Operating Income,2025-06-30 00:00:00,63935100000.0,ITC.NS
Operating Expense,2025-06-30 00:00:00,47489400000.0,ITC.NS
Other Operating Expenses,2025-06-30 00:00:00,27719900000.0,ITC.NS
Depreciation And Amortization In Income Statement,2025-06-30 00:00:00,4229600000.0,ITC.NS
Depreciation Income Statement,2025-06-30 00:00:00,4229600000.0,ITC.NS
Gross Profit,2025-06-30 00:00:00,111424500000.0,ITC.NS
Cost Of Revenue,2025-06-30 00:00:00,102304800000.0,ITC.NS
Total Revenue,2025-06-30 00:00:00,213729300000.0,ITC.NS
Operating Revenue,2025-06-30 00:00:00,213729300000.0,ITC.NS
Tax Effect Of Unusual Items,2025-03-31 00:00:00,2518894903.10293,ITC.NS
Tax Rate For Calcs,2025-03-31 00:00:00,0.245878,ITC.NS
Normalized EBITDA,2025-03-31 00:00:00,62336100000.0,ITC.NS
Total Unusual Items,2025-03-31 00:00:00,10244500000.0,ITC.NS
Total Unusual Items Excluding Goodwill,2025-03-31 00:00:00,10244500000.0,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2025-03-31 00:00:00,50747600000.0,ITC.NS
Reconciled Depreciation,2025-03-31 00:00:00,4110300000.0,ITC.NS
Reconciled Cost Of Revenue,2025-03-31 00:00:00,81348200000.0,ITC.NS
EBITDA,2025-03-31 00:00:00,72580600000.0,ITC.NS
EBIT,2025-03-31 00:00:00,68470300000.0,ITC.NS
Net Interest Income,2025-03-31 00:00:00,14778500000.0,ITC.NS
Interest Expense,2025-03-31 00:00:00,109100000.0,ITC.NS
Normalized Income,2025-03-31 00:00:00,43021994903.10293,ITC.NS
Net Income From Continuing And Discontinued Operation,2025-03-31 00:00:00,197273700000.0,ITC.NS
Total Expenses,2025-03-31 00:00:00,125954500000.0,ITC.NS
Diluted Average Shares,2025-03-31 00:00:00,,ITC.NS
Basic Average Shares,2025-03-31 00:00:00,,ITC.NS
Diluted EPS,2025-03-31 00:00:00,,ITC.NS
Basic EPS,2025-03-31 00:00:00,,ITC.NS
Diluted NI Availto Com Stockholders,2025-03-31 00:00:00,197273700000.0,ITC.NS
Net Income Common Stockholders,2025-03-31 00:00:00,197273700000.0,ITC.NS
Otherunder Preferred Stock Dividend,2025-03-31 00:00:00,0.0,ITC.NS
Net Income,2025-03-31 00:00:00,197273700000.0,ITC.NS
Minority Interests,2025-03-31 00:00:00,-805500000.0,ITC.NS
Net Income Including Noncontrolling Interests,2025-03-31 00:00:00,198078800000.0,ITC.NS
Net Income Discontinuous Operations,2025-03-31 00:00:00,146526100000.0,ITC.NS
Net Income Continuous Operations,2025-03-31 00:00:00,51552700000.0,ITC.NS
Tax Provision,2025-03-31 00:00:00,16808500000.0,ITC.NS
Pretax Income,2025-03-31 00:00:00,68361200000.0,ITC.NS
Other Non Operating Income Expenses,2025-03-31 00:00:00,-17382200000.0,ITC.NS
Special Income Charges,2025-03-31 00:00:00,1308900000.0,ITC.NS
Other Special Charges,2025-03-31 00:00:00,,ITC.NS
Net Non Operating Interest Income Expense,2025-03-31 00:00:00,14778500000.0,ITC.NS
Interest Expense Non Operating,2025-03-31 00:00:00,109100000.0,ITC.NS
Operating Income,2025-03-31 00:00:00,59696000000.0,ITC.NS
Operating Expense,2025-03-31 00:00:00,44606300000.0,ITC.NS
Other Operating Expenses,2025-03-31 00:00:00,-18838100000.0,ITC.NS
Depreciation And Amortization In Income Statement,2025-03-31 00:00:00,4110300000.0,ITC.NS
Depreciation Income Statement,2025-03-31 00:00:00,4110300000.0,ITC.NS
Gross Profit,2025-03-31 00:00:00,104302300000.0,ITC.NS
Cost Of Revenue,2025-03-31 00:00:00,81348200000.0,ITC.NS
Total Revenue,2025-03-31 00:00:00,185650500000.0,ITC.NS
Operating Revenue,2025-03-31 00:00:00,185650500000.0,ITC.NS
Tax Effect Of Unusual Items,2024-12-31 00:00:00,0.0,ITC.NS
Tax Rate For Calcs,2024-12-31 00:00:00,0.264122,ITC.NS
Normalized EBITDA,2024-12-31 00:00:00,69618600000.0,ITC.NS
Total Unusual Items,2024-12-31 00:00:00,0.0,ITC.NS
Total Unusual Items Excluding Goodwill,2024-12-31 00:00:00,0.0,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2024-12-31 00:00:00,47313600000.0,ITC.NS
Reconciled Depreciation,2024-12-31 00:00:00,4159800000.0,ITC.NS
Reconciled Cost Of Revenue,2024-12-31 00:00:00,79634900000.0,ITC.NS
EBITDA,2024-12-31 00:00:00,69618600000.0,ITC.NS
EBIT,2024-12-31 00:00:00,65458800000.0,ITC.NS
Net Interest Income,2024-12-31 00:00:00,-98200000.0,ITC.NS
Interest Expense,2024-12-31 00:00:00,98200000.0,ITC.NS
Normalized Income,2024-12-31 00:00:00,47313600000.0,ITC.NS
Net Income From Continuing And Discontinued Operation,2024-12-31 00:00:00,49348000000.0,ITC.NS
Total Expenses,2024-12-31 00:00:00,126344400000.0,ITC.NS
Diluted Average Shares,2024-12-31 00:00:00,12524873096.0,ITC.NS
Basic Average Shares,2024-12-31 00:00:00,12493164557.0,ITC.NS
Diluted EPS,2024-12-31 00:00:00,3.94,ITC.NS
Basic EPS,2024-12-31 00:00:00,3.95,ITC.NS
Diluted NI Availto Com Stockholders,2024-12-31 00:00:00,49348000000.0,ITC.NS
Net Income Common Stockholders,2024-12-31 00:00:00,49348000000.0,ITC.NS
Otherunder Preferred Stock Dividend,2024-12-31 00:00:00,0.0,ITC.NS
Net Income,2024-12-31 00:00:00,49348000000.0,ITC.NS
Minority Interests,2024-12-31 00:00:00,-783800000.0,ITC.NS
Net Income Including Noncontrolling Interests,2024-12-31 00:00:00,50131800000.0,ITC.NS
Net Income Discontinuous Operations,2024-12-31 00:00:00,2034400000.0,ITC.NS
Net Income Continuous Operations,2024-12-31 00:00:00,48097400000.0,ITC.NS
Tax Provision,2024-12-31 00:00:00,17263200000.0,ITC.NS
Pretax Income,2024-12-31 00:00:00,65360600000.0,ITC.NS
Other Non Operating Income Expenses,2024-12-31 00:00:00,5958600000.0,ITC.NS
Special Income Charges,2024-12-31 00:00:00,0.0,ITC.NS
Other Special Charges,2024-12-31 00:00:00,,ITC.NS
Net Non Operating Interest Income Expense,2024-12-31 00:00:00,-98200000.0,ITC.NS
Interest Expense Non Operating,2024-12-31 00:00:00,98200000.0,ITC.NS
Operating Income,2024-12-31 00:00:00,59459200000.0,ITC.NS
Operating Expense,2024-12-31 00:00:00,46709500000.0,ITC.NS
Other Operating Expenses,2024-12-31 00:00:00,28742400000.0,ITC.NS
Depreciation And Amortization In Income Statement,2024-12-31 00:00:00,4159800000.0,ITC.NS
Depreciation Income Statement,2024-12-31 00:00:00,4159800000.0,ITC.NS
Gross Profit,2024-12-31 00:00:00,106168700000.0,ITC.NS
Cost Of Revenue,2024-12-31 00:00:00,79634900000.0,ITC.NS
Total Revenue,2024-12-31 00:00:00,185803600000.0,ITC.NS
Operating Revenue,2024-12-31 00:00:00,185803600000.0,ITC.NS
Tax Effect Of Unusual Items,2024-09-30 00:00:00,-3011920.355727,ITC.NS
Tax Rate For Calcs,2024-09-30 00:00:00,0.261906,ITC.NS
Normalized EBITDA,2024-09-30 00:00:00,73858500000.0,ITC.NS
Total Unusual Items,2024-09-30 00:00:00,-11500000.0,ITC.NS
Total Unusual Items Excluding Goodwill,2024-09-30 00:00:00,-11500000.0,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2024-09-30 00:00:00,49928700000.0,ITC.NS
Reconciled Depreciation,2024-09-30 00:00:00,5203700000.0,ITC.NS
Reconciled Cost Of Revenue,2024-09-30 00:00:00,91439300000.0,ITC.NS
EBITDA,2024-09-30 00:00:00,73847000000.0,ITC.NS
EBIT,2024-09-30 00:00:00,68643300000.0,ITC.NS
Net Interest Income,2024-09-30 00:00:00,-163800000.0,ITC.NS
Interest Expense,2024-09-30 00:00:00,163800000.0,ITC.NS
Normalized Income,2024-09-30 00:00:00,49937188079.64427,ITC.NS
Net Income From Continuing And Discontinued Operation,2024-09-30 00:00:00,49928700000.0,ITC.NS
Total Expenses,2024-09-30 00:00:00,143401600000.0,ITC.NS
Diluted Average Shares,2024-09-30 00:00:00,12513458647.0,ITC.NS
Basic Average Shares,2024-09-30 00:00:00,12513458647.0,ITC.NS
Diluted EPS,2024-09-30 00:00:00,3.99,ITC.NS
Basic EPS,2024-09-30 00:00:00,3.99,ITC.NS
Diluted NI Availto Com Stockholders,2024-09-30 00:00:00,49928700000.0,ITC.NS
Net Income Common Stockholders,2024-09-30 00:00:00,49928700000.0,ITC.NS
Otherunder Preferred Stock Dividend,2024-09-30 00:00:00,0.0,ITC.NS
Net Income,2024-09-30 00:00:00,49928700000.0,ITC.NS
Minority Interests,2024-09-30 00:00:00,-615600000.0,ITC.NS
Net Income Including Noncontrolling Interests,2024-09-30 00:00:00,50544300000.0,ITC.NS
Net Income Discontinuous Operations,2024-09-30 00:00:00,,ITC.NS
Net Income Continuous Operations,2024-09-30 00:00:00,50544300000.0,ITC.NS
Tax Provision,2024-09-30 00:00:00,17935200000.0,ITC.NS
Pretax Income,2024-09-30 00:00:00,68479500000.0,ITC.NS
Other Non Operating Income Expenses,2024-09-30 00:00:00,6159600000.0,ITC.NS
Special Income Charges,2024-09-30 00:00:00,-11500000.0,ITC.NS
Other Special Charges,2024-09-30 00:00:00,,ITC.NS
Net Non Operating Interest Income Expense,2024-09-30 00:00:00,-163800000.0,ITC.NS
Interest Expense Non Operating,2024-09-30 00:00:00,163800000.0,ITC.NS
Operating Income,2024-09-30 00:00:00,62414100000.0,ITC.NS
Operating Expense,2024-09-30 00:00:00,51962300000.0,ITC.NS
Other Operating Expenses,2024-09-30 00:00:00,31974200000.0,ITC.NS
Depreciation And Amortization In Income Statement,2024-09-30 00:00:00,5203700000.0,ITC.NS
Depreciation Income Statement,2024-09-30 00:00:00,5203700000.0,ITC.NS
Gross Profit,2024-09-30 00:00:00,114376400000.0,ITC.NS
Cost Of Revenue,2024-09-30 00:00:00,91439300000.0,ITC.NS
Total Revenue,2024-09-30 00:00:00,205815700000.0,ITC.NS
Operating Revenue,2024-09-30 00:00:00,205815700000.0,ITC.NS
Tax Effect Of Unusual Items,2024-06-30 00:00:00,0.0,ITC.NS
Tax Rate For Calcs,2024-06-30 00:00:00,0.253169,ITC.NS
Normalized EBITDA,2024-06-30 00:00:00,72313000000.0,ITC.NS
Total Unusual Items,2024-06-30 00:00:00,0.0,ITC.NS
Total Unusual Items Excluding Goodwill,2024-06-30 00:00:00,0.0,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2024-06-30 00:00:00,50069200000.0,ITC.NS
Reconciled Depreciation,2024-06-30 00:00:00,4031300000.0,ITC.NS
Reconciled Cost Of Revenue,2024-06-30 00:00:00,72117800000.0,ITC.NS
EBITDA,2024-06-30 00:00:00,72313000000.0,ITC.NS
EBIT,2024-06-30 00:00:00,68281700000.0,ITC.NS
Net Interest Income,2024-06-30 00:00:00,-96000000.0,ITC.NS
Interest Expense,2024-06-30 00:00:00,96000000.0,ITC.NS
Normalized Income,2024-06-30 00:00:00,50069200000.0,ITC.NS
Net Income From Continuing And Discontinued Operation,2024-06-30 00:00:00,50915900000.0,ITC.NS
Total Expenses,2024-06-30 00:00:00,115250700000.0,ITC.NS
Diluted Average Shares,2024-06-30 00:00:00,12510049140.0,ITC.NS
Basic Average Shares,2024-06-30 00:00:00,12479387255.0,ITC.NS
Diluted EPS,2024-06-30 00:00:00,4.07,ITC.NS
Basic EPS,2024-06-30 00:00:00,4.08,ITC.NS
Diluted NI Availto Com Stockholders,2024-06-30 00:00:00,50915900000.0,ITC.NS
Net Income Common Stockholders,2024-06-30 00:00:00,50915900000.0,ITC.NS
Otherunder Preferred Stock Dividend,2024-06-30 00:00:00,0.0,ITC.NS
Net Income,2024-06-30 00:00:00,50915900000.0,ITC.NS
Minority Interests,2024-06-30 00:00:00,-854000000.0,ITC.NS
Net Income Including Noncontrolling Interests,2024-06-30 00:00:00,51769900000.0,ITC.NS
Net Income Discontinuous Operations,2024-06-30 00:00:00,846700000.0,ITC.NS
Net Income Continuous Operations,2024-06-30 00:00:00,50923200000.0,ITC.NS
Tax Provision,2024-06-30 00:00:00,17262500000.0,ITC.NS
Pretax Income,2024-06-30 00:00:00,68185700000.0,ITC.NS
Other Non Operating Income Expenses,2024-06-30 00:00:00,6827000000.0,ITC.NS
Special Income Charges,2024-06-30 00:00:00,0.0,ITC.NS
Other Special Charges,2024-06-30 00:00:00,30400000.0,ITC.NS
Net Non Operating Interest Income Expense,2024-06-30 00:00:00,-96000000.0,ITC.NS
Interest Expense Non Operating,2024-06-30 00:00:00,96000000.0,ITC.NS
Operating Income,2024-06-30 00:00:00,61417100000.0,ITC.NS
Operating Expense,2024-06-30 00:00:00,43132900000.0,ITC.NS
Other Operating Expenses,2024-06-30 00:00:00,25036800000.0,ITC.NS
Depreciation And Amortization In Income Statement,2024-06-30 00:00:00,4031300000.0,ITC.NS
Depreciation Income Statement,2024-06-30 00:00:00,4031300000.0,ITC.NS
Gross Profit,2024-06-30 00:00:00,104550000000.0,ITC.NS
Cost Of Revenue,2024-06-30 00:00:00,72117800000.0,ITC.NS
Total Revenue,2024-06-30 00:00:00,176667800000.0,ITC.NS
Operating Revenue,2024-06-30 00:00:00,176667800000.0,ITC.NS
Tax Effect Of Unusual Items,2024-03-31 00:00:00,,ITC.NS
Tax Rate For Calcs,2024-03-31 00:00:00,,ITC.NS
Normalized EBITDA,2024-03-31 00:00:00,,ITC.NS
Total Unusual Items,2024-03-31 00:00:00,,ITC.NS
Total Unusual Items Excluding Goodwill,2024-03-31 00:00:00,,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2024-03-31 00:00:00,,ITC.NS
Reconciled Depreciation,2024-03-31 00:00:00,,ITC.NS
Reconciled Cost Of Revenue,2024-03-31 00:00:00,,ITC.NS
EBITDA,2024-03-31 00:00:00,,ITC.NS
EBIT,2024-03-31 00:00:00,,ITC.NS
Net Interest Income,2024-03-31 00:00:00,,ITC.NS
Interest Expense,2024-03-31 00:00:00,,ITC.NS
Normalized Income,2024-03-31 00:00:00,,ITC.NS
Net Income From Continuing And Discontinued Operation,2024-03-31 00:00:00,,ITC.NS
Total Expenses,2024-03-31 00:00:00,,ITC.NS
Diluted Average Shares,2024-03-31 00:00:00,,ITC.NS
Basic Average Shares,2024-03-31 00:00:00,,ITC.NS
Diluted EPS,2024-03-31 00:00:00,,ITC.NS
Basic EPS,2024-03-31 00:00:00,,ITC.NS
Diluted NI Availto Com Stockholders,2024-03-31 00:00:00,,ITC.NS
Net Income Common Stockholders,2024-03-31 00:00:00,,ITC.NS
Otherunder Preferred Stock Dividend,2024-03-31 00:00:00,,ITC.NS
Net Income,2024-03-31 00:00:00,,ITC.NS
Minority Interests,2024-03-31 00:00:00,,ITC.NS
Net Income Including Noncontrolling Interests,2024-03-31 00:00:00,,ITC.NS
Net Income Discontinuous Operations,2024-03-31 00:00:00,,ITC.NS
Net Income Continuous Operations,2024-03-31 00:00:00,,ITC.NS
Tax Provision,2024-03-31 00:00:00,,ITC.NS
Pretax Income,2024-03-31 00:00:00,,ITC.NS
Other Non Operating Income Expenses,2024-03-31 00:00:00,,ITC.NS
Special Income Charges,2024-03-31 00:00:00,,ITC.NS
Other Special Charges,2024-03-31 00:00:00,-615900000.0,ITC.NS
Net Non Operating Interest Income Expense,2024-03-31 00:00:00,,ITC.NS
Interest Expense Non Operating,2024-03-31 00:00:00,,ITC.NS
Operating Income,2024-03-31 00:00:00,,ITC.NS
Operating Expense,2024-03-31 00:00:00,,ITC.NS
Other Operating Expenses,2024-03-31 00:00:00,,ITC.NS
Depreciation And Amortization In Income Statement,2024-03-31 00:00:00,,ITC.NS
Depreciation Income Statement,2024-03-31 00:00:00,,ITC.NS
Gross Profit,2024-03-31 00:00:00,,ITC.NS
Cost Of Revenue,2024-03-31 00:00:00,,ITC.NS
Total Revenue,2024-03-31 00:00:00,,ITC.NS
Operating Revenue,2024-03-31 00:00:00,,ITC.NS
Tax Effect Of Unusual Items,2023-12-31 00:00:00,,ITC.NS
Tax Rate For Calcs,2023-12-31 00:00:00,,ITC.NS
Normalized EBITDA,2023-12-31 00:00:00,,ITC.NS
Total Unusual Items,2023-12-31 00:00:00,,ITC.NS
Total Unusual Items Excluding Goodwill,2023-12-31 00:00:00,,ITC.NS
Net Income From Continuing Operation Net Minority Interest,2023-12-31 00:00:00,,ITC.NS
Reconciled Depreciation,2023-12-31 00:00:00,,ITC.NS
Reconciled Cost Of Revenue,2023-12-31 00:00:00,,ITC.NS
EBITDA,2023-12-31 00:00:00,,ITC.NS
EBIT,2023-12-31 00:00:00,,ITC.NS
Net Interest Income,2023-12-31 00:00:00,,ITC.NS
Interest Expense,2023-12-31 00:00:00,,ITC.NS
Normalized Income,2023-12-31 00:00:00,,ITC.NS
Net Income From Continuing And Discontinued Operation,2023-12-31 00:00:00,,ITC.NS
Total Expenses,2023-12-31 00:00:00,,ITC.NS
Diluted Average Shares,2023-12-31 00:00:00,12524014085.0,ITC.NS
Basic Average Shares,2023-12-31 00:00:00,12465490654.0,ITC.NS
Diluted EPS,2023-12-31 00:00:00,4.26,ITC.NS
Basic EPS,2023-12-31 00:00:00,4.28,ITC.NS
Diluted NI Availto Com Stockholders,2023-12-31 00:00:00,,ITC.NS
Net Income Common Stockholders,2023-12-31 00:00:00,,ITC.NS
Otherunder Preferred Stock Dividend,2023-12-31 00:00:00,,ITC.NS
Net Income,2023-12-31 00:00:00,,ITC.NS
Minority Interests,2023-12-31 00:00:00,,ITC.NS
Net Income Including Noncontrolling Interests,2023-12-31 00:00:00,,ITC.NS
Net Income Discontinuous Operations,2023-12-31 00:00:00,1689400000.0,ITC.NS
Net Income Continuous Operations,2023-12-31 00:00:00,,ITC.NS
Tax Provision,2023-12-31 00:00:00,,ITC.NS
Pretax Income,2023-12-31 00:00:00,,ITC.NS
Other Non Operating Income Expenses,2023-12-31 00:00:00,,ITC.NS
Special Income Charges,2023-12-31 00:00:00,,ITC.NS
Other Special Charges,2023-12-31 00:00:00,55200000.0,ITC.NS
Net Non Operating Interest Income Expense,2023-12-31 00:00:00,,ITC.NS
Interest Expense Non Operating,2023-12-31 00:00:00,,ITC.NS
Operating Income,2023-12-31 00:00:00,,ITC.NS
Operating Expense,2023-12-31 00:00:00,,ITC.NS
Other Operating Expenses,2023-12-31 00:00:00,,ITC.NS
Depreciation And Amortization In Income Statement,2023-12-31 00:00:00,,ITC.NS
Depreciation Income Statement,2023-12-31 00:00:00,,ITC.NS
Gross Profit,2023-12-31 00:00:00,,ITC.NS
Cost Of Revenue,2023-12-31 00:00:00,,ITC.NS
Total Revenue,2023-12-31 00:00:00,,ITC.NS
Operating Revenue,2023-12-31 00:00:00,,ITC.NS
Tax Effect Of Unusual Items,2025-06-30 00:00:00,-456493493.485661,TATASTEEL.NS
Tax Rate For Calcs,2025-06-30 00:00:00,0.345514,TATASTEEL.NS
Normalized EBITDA,2025-06-30 00:00:00,77959300000.0,TATASTEEL.NS
Total Unusual Items,2025-06-30 00:00:00,-1321200000.0,TATASTEEL.NS
Total Unusual Items Excluding Goodwill,2025-06-30 00:00:00,-1321200000.0,TATASTEEL.NS
Net Income From Continuing Operation Net Minority Interest,2025-06-30 00:00:00,20776800000.0,TATASTEEL.NS
Reconciled Depreciation,2025-06-30 00:00:00,27443000000.0,TATASTEEL.NS
Reconciled Cost Of Revenue,2025-06-30 00:00:00,205786600000.0,TATASTEEL.NS
EBITDA,2025-06-30 00:00:00,76638100000.0,TATASTEEL.NS
EBIT,2025-06-30 00:00:00,49195100000.0,TATASTEEL.NS
